MSSV,Khoa,HoTen,NgaySinh,ThuTuHocKy,TenHocKy,MaMon,TinChi,GPA
24520002,19,Do Ngoc Duy,12/12/2006,3,HK3 2024-2025,MA005,3,6.1
24520003,19,Nguyen Minh Khoa,23/09/2006,1,HK1 2024-2025,CS106,4,7.2
24520003,19,Nguyen Minh Khoa,23/09/2006,1,HK1 2024-2025,SS002,2,6.3
24520003,19,Nguyen Minh Khoa,23/09/2006,1,HK1 2024-2025,IT002,4,9.7
24520003,19,Nguyen Minh Khoa,23/09/2006,1,HK1 2024-2025,EN001,2,9.2
24520003,19,Nguyen Minh Khoa,23/09/2006,1,HK1 2024-2025,IT001,4,8.5
24520003,19,Nguyen Minh Khoa,23/09/2006,1,HK1 2024-2025,MA004,3,7.1
24520003,19,Nguyen Minh Khoa,23/09/2006,2,HK2 2024-2025,CS106,4,5.5
24520003,19,Nguyen Minh Khoa,23/09/2006,2,HK2 2024-2025,IS201,3,9.2
24520003,19,Nguyen Minh Khoa,23/09/2006,2,HK2 2024-2025,SE104,3,8.3
24520003,19,Nguyen Minh Khoa,23/09/2006,2,HK2 2024-2025,MA005,3,9.9
24520003,19,Nguyen Minh Khoa,23/09/2006,2,HK2 2024-2025,IT001,4,5.2
24520003,19,Nguyen Minh Khoa,23/09/2006,2,HK2 2024-2025,CE118,3,5.2
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,MA003,3,9.5
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,IT002,4,9.4
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,IT003,4,8.7
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,SS001,2,9.1
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,IS201,3,8.9
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,PE001,1,9.2
24520003,19,Nguyen Minh Khoa,23/09/2006,3,HK3 2024-2025,IT004,4,6.3
24520004,19,Vo Hoai Yen,09/11/2006,1,HK1 2024-2025,IT003,4,7.8
24520004,19,Vo Hoai Yen,09/11/2006,1,HK1 2024-2025,EN001,2,6.4
24520004,19,Vo Hoai Yen,09/11/2006,1,HK1 2024-2025,IT004,4,9.8
24520004,19,Vo Hoai Yen,09/11/2006,1,HK1 2024-2025,IS201,3,6.0
24520004,19,Vo Hoai Yen,09/11/2006,1,HK1 2024-2025,CE118,3,5.4
24520004,19,Vo Hoai Yen,09/11/2006,1,HK1 2024-2025,MA005,3,6.5
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,CS106,4,9.4
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,EN001,2,7.8
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,PE001,1,6.6
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,IT003,4,5.9
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,SE104,3,6.8
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,CE118,3,8.1
24520004,19,Vo Hoai Yen,09/11/2006,2,HK2 2024-2025,MA005,3,7.1
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,PE001,1,9.5
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,IT004,4,9.1
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,IT002,4,7.0
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,IS201,3,8.0
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,MA004,3,6.8
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,SS001,2,7.0
24520004,19,Vo Hoai Yen,09/11/2006,3,HK3 2024-2025,SE104,3,8.7
24520005,19,Pham Thu Mai,06/07/2006,1,HK1 2024-2025,IS201,3,5.0
24520005,19,Pham Thu Mai,06/07/2006,1,HK1 2024-2025,MA003,3,8.5
24520005,19,Pham Thu Mai,06/07/2006,1,HK1 2024-2025,IT003,4,5.4
24520005,19,Pham Thu Mai,06/07/2006,1,HK1 2024-2025,CE118,3,9.2
24520005,19,Pham Thu Mai,06/07/2006,1,HK1 2024-2025,IT002,4,5.3
24520005,19,Pham Thu Mai,06/07/2006,1,HK1 2024-2025,SS002,2,9.2
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,MA004,3,6.8
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,CS106,4,8.5
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,IS201,3,9.4
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,IT002,4,5.5
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,SS001,2,6.4
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,SE104,3,7.0
24520005,19,Pham Thu Mai,06/07/2006,2,HK2 2024-2025,MA005,3,8.2
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,MA003,3,7.7
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,SS001,2,7.9
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,SE104,3,7.8
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,IT003,4,7.5
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,CS106,4,8.8
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,PE001,1,7.2
24520005,19,Pham Thu Mai,06/07/2006,3,HK3 2024-2025,MA005,3,7.6
24520006,19,Vu Ngoc Hieu,14/04/2006,1,HK1 2024-2025,SE104,3,5.5
24520006,19,Vu Ngoc Hieu,14/04/2006,1,HK1 2024-2025,PE001,1,8.1
24520006,19,Vu Ngoc Hieu,14/04/2006,1,HK1 2024-2025,IT002,4,9.6
24520006,19,Vu Ngoc Hieu,14/04/2006,1,HK1 2024-2025,MA004,3,6.7
24520006,19,Vu Ngoc Hieu,14/04/2006,1,HK1 2024-2025,IT001,4,6.6
24520006,19,Vu Ngoc Hieu,14/04/2006,1,HK1 2024-2025,SS002,2,5.7
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,SS002,2,6.9
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,MA004,3,9.2
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,IS201,3,5.5
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,EN001,2,7.1
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,MA005,3,9.2
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,SE104,3,5.5
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,MA003,3,5.4
24520006,19,Vu Ngoc Hieu,14/04/2006,2,HK2 2024-2025,CS106,4,6.8
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,IT001,4,8.4
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,IT004,4,9.5
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,SE104,3,7.9
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,SS001,2,10.0
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,CE118,3,6.4
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,MA004,3,7.0
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,IS201,3,7.6
24520006,19,Vu Ngoc Hieu,14/04/2006,3,HK3 2024-2025,EN001,2,5.3
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,IT001,4,8.6
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,IT002,4,6.0
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,MA005,3,5.5
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,IT004,4,9.5
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,IS201,3,6.5
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,MA003,3,8.2
24520007,19,Bui Ngoc Phong,17/07/2006,1,HK1 2024-2025,SS002,2,5.1
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,IT004,4,9.8
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,SS002,2,5.5
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,IT002,4,7.6
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,MA005,3,5.5
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,MA004,3,6.7
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,SS001,2,6.6
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,IT001,4,8.3
24520007,19,Bui Ngoc Phong,17/07/2006,2,HK2 2024-2025,CE118,3,5.1
24520007,19,Bui Ngoc Phong,17/07/2006,3,HK3 2024-2025,MA003,3,7.6
24520007,19,Bui Ngoc Phong,17/07/2006,3,HK3 2024-2025,IS201,3,5.4
24520007,19,Bui Ngoc Phong,17/07/2006,3,HK3 2024-2025,SS001,2,5.9
24520007,19,Bui Ngoc Phong,17/07/2006,3,HK3 2024-2025,MA004,3,8.8
24520007,19,Bui Ngoc Phong,17/07/2006,3,HK3 2024-2025,SE104,3,6.5
24520007,19,Bui Ngoc Phong,17/07/2006,3,HK3 2024-2025,EN001,2,9.8
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,IT002,4,5.9
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,CE118,3,6.6
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,CS106,4,9.8
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,MA005,3,5.1
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,SS002,2,8.4
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,PE001,1,7.5
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,MA004,3,7.7
24520008,19,Vu Xuan Trang,20/04/2006,1,HK1 2024-2025,IT003,4,6.3
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,SS001,2,8.6
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,MA004,3,8.0
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,CS106,4,8.6
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,IT002,4,6.4
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,IT003,4,6.1
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,IS201,3,6.2
24520008,19,Vu Xuan Trang,20/04/2006,2,HK2 2024-2025,MA005,3,7.7
24520008,19,Vu Xuan Trang,20/04/2006,3,HK3 2024-2025,IT002,4,7.5
24520008,19,Vu Xuan Trang,20/04/2006,3,HK3 2024-2025,CS106,4,9.6
24520008,19,Vu Xuan Trang,20/04/2006,3,HK3 2024-2025,MA003,3,9.0
24520008,19,Vu Xuan Trang,20/04/2006,3,HK3 2024-2025,SS002,2,5.4
24520008,19,Vu Xuan Trang,20/04/2006,3,HK3 2024-2025,CE118,3,10.0
24520008,19,Vu Xuan Trang,20/04/2006,3,HK3 2024-2025,IS201,3,9.3
24520009,19,Phan Huu Yen,21/02/2006,1,HK1 2024-2025,SS002,2,7.3
24520009,19,Phan Huu Yen,21/02/2006,1,HK1 2024-2025,SS001,2,9.9
24520009,19,Phan Huu Yen,21/02/2006,1,HK1 2024-2025,IT003,4,7.0
24520009,19,Phan Huu Yen,21/02/2006,1,HK1 2024-2025,MA003,3,6.2
24520009,19,Phan Huu Yen,21/02/2006,1,HK1 2024-2025,SE104,3,8.3
24520009,19,Phan Huu Yen,21/02/2006,1,HK1 2024-2025,MA004,3,9.7
24520009,19,Phan Huu Yen,21/02/2006,2,HK2 2024-2025,CE118,3,5.9
24520009,19,Phan Huu Yen,21/02/2006,2,HK2 2024-2025,EN001,2,6.4
24520009,19,Phan Huu Yen,21/02/2006,2,HK2 2024-2025,MA003,3,9.2
24520009,19,Phan Huu Yen,21/02/2006,2,HK2 2024-2025,MA004,3,9.8
24520009,19,Phan Huu Yen,21/02/2006,2,HK2 2024-2025,IS201,3,5.4
24520009,19,Phan Huu Yen,21/02/2006,2,HK2 2024-2025,SE104,3,8.9
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,IT001,4,5.1
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,IT003,4,8.9
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,CS106,4,6.5
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,IT002,4,5.1
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,EN001,2,5.0
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,PE001,1,6.2
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,MA004,3,8.5
24520009,19,Phan Huu Yen,21/02/2006,3,HK3 2024-2025,IS201,3,10.0
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,MA005,3,6.0
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,IS201,3,8.8
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,IT002,4,9.2
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,MA004,3,7.0
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,IT004,4,8.0
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,MA003,3,9.4
24520010,19,Vo Ngoc Mai,15/01/2006,1,HK1 2024-2025,SE104,3,8.7
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,PE001,1,8.9
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,EN001,2,5.3
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,MA004,3,8.6
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,CS106,4,8.4
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,IT002,4,8.4
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,IT004,4,7.6
24520010,19,Vo Ngoc Mai,15/01/2006,2,HK2 2024-2025,IT003,4,9.9
24520010,19,Vo Ngoc Mai,15/01/2006,3,HK3 2024-2025,SS002,2,6.7
24520010,19,Vo Ngoc Mai,15/01/2006,3,HK3 2024-2025,IS201,3,9.3
24520010,19,Vo Ngoc Mai,15/01/2006,3,HK3 2024-2025,IT001,4,9.8
24520010,19,Vo Ngoc Mai,15/01/2006,3,HK3 2024-2025,EN001,2,9.0
24520010,19,Vo Ngoc Mai,15/01/2006,3,HK3 2024-2025,MA004,3,8.6
24520010,19,Vo Ngoc Mai,15/01/2006,3,HK3 2024-2025,CS106,4,6.7
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,MA003,3,7.1
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,PE001,1,9.8
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,CS106,4,7.4
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,MA005,3,8.3
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,MA004,3,8.1
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,IT001,4,6.2
24520011,19,Pham Thu Phong,24/10/2006,1,HK1 2024-2025,SS001,2,9.5
24520011,19,Pham Thu Phong,24/10/2006,2,HK2 2024-2025,EN001,2,9.8
24520011,19,Pham Thu Phong,24/10/2006,2,HK2 2024-2025,SE104,3,7.6
24520011,19,Pham Thu Phong,24/10/2006,2,HK2 2024-2025,PE001,1,8.6
24520011,19,Pham Thu Phong,24/10/2006,2,HK2 2024-2025,SS002,2,5.9
24520011,19,Pham Thu Phong,24/10/2006,2,HK2 2024-2025,MA004,3,5.2
24520011,19,Pham Thu Phong,24/10/2006,2,HK2 2024-2025,IT002,4,6.1
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,MA004,3,5.5
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,IS201,3,6.8
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,CS106,4,8.0
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,EN001,2,8.6
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,MA003,3,7.6
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,SE104,3,7.3
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,IT002,4,8.1
24520011,19,Pham Thu Phong,24/10/2006,3,HK3 2024-2025,PE001,1,6.4
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,PE001,1,8.0
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,SE104,3,5.8
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,IT002,4,5.6
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,EN001,2,9.7
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,SS002,2,5.8
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,MA004,3,6.4
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,MA005,3,7.3
24520012,19,Bui Xuan Khoa,22/04/2006,1,HK1 2024-2025,MA003,3,5.6
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,IT003,4,9.5
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,PE001,1,5.9
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,IS201,3,7.4
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,SE104,3,6.0
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,MA005,3,5.1
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,SS002,2,5.6
24520012,19,Bui Xuan Khoa,22/04/2006,2,HK2 2024-2025,SS001,2,5.8
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,MA004,3,6.4
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,IT001,4,9.2
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,CE118,3,7.2
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,MA005,3,6.8
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,IS201,3,8.3
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,CS106,4,8.9
24520012,19,Bui Xuan Khoa,22/04/2006,3,HK3 2024-2025,SE104,3,8.8
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,IT004,4,6.7
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,SS001,2,6.9
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,IT003,4,8.8
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,MA004,3,7.2
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,SS002,2,5.1
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,MA005,3,8.4
24520013,19,Vo Xuan Quan,25/10/2006,1,HK1 2024-2025,EN001,2,7.2
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,CE118,3,8.7
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,MA005,3,7.6
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,CS106,4,5.6
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,IS201,3,5.6
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,SE104,3,5.4
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,MA004,3,9.5
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,IT002,4,9.8
24520013,19,Vo Xuan Quan,25/10/2006,2,HK2 2024-2025,SS001,2,7.3
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,PE001,1,8.6
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,IT003,4,7.8
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,CS106,4,9.2
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,EN001,2,9.0
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,IT004,4,5.0
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,MA004,3,9.8
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,CE118,3,5.5
24520013,19,Vo Xuan Quan,25/10/2006,3,HK3 2024-2025,IS201,3,6.7
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,IT002,4,9.9
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,IS201,3,7.7
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,MA004,3,6.9
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,CS106,4,9.2
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,CE118,3,7.5
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,MA003,3,7.8
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,IT001,4,5.1
24520014,19,Do Huu Quan,23/10/2006,1,HK1 2024-2025,SS002,2,5.1
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,IS201,3,7.2
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,SS001,2,6.9
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,CS106,4,6.8
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,SE104,3,5.3
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,SS002,2,6.0
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,IT003,4,9.5
24520014,19,Do Huu Quan,23/10/2006,2,HK2 2024-2025,MA004,3,9.2
24520014,19,Do Huu Quan,23/10/2006,3,HK3 2024-2025,MA005,3,8.4
24520014,19,Do Huu Quan,23/10/2006,3,HK3 2024-2025,SS001,2,7.9
24520014,19,Do Huu Quan,23/10/2006,3,HK3 2024-2025,PE001,1,5.2
24520014,19,Do Huu Quan,23/10/2006,3,HK3 2024-2025,MA004,3,9.3
24520014,19,Do Huu Quan,23/10/2006,3,HK3 2024-2025,IT001,4,8.1
24520014,19,Do Huu Quan,23/10/2006,3,HK3 2024-2025,SS002,2,8.3
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,MA005,3,9.7
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,SE104,3,8.3
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,SS002,2,8.4
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,IT002,4,6.2
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,EN001,2,9.5
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,MA003,3,9.9
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,SS001,2,8.0
24520015,19,Hoang Xuan An,15/04/2006,1,HK1 2024-2025,CE118,3,5.5
